"id_zona","sup_nieve","month"
"ZC2",2539.3784556154665,"1999 jul."
"ZC2",726.1200324023671,"1999 ago."
"ZC2",224.49358947990055,"1999 sep."
"ZC2",102.88179921202241,"1999 oct."
"ZC2",56.456276357934655,"1999 nov."
"ZC2",52.10665758193025,"1999 dic."
"ZC2",50.5976061698471,"2000 ene."
"ZC2",37.104911191221206,"2000 feb."
"ZC2",38.436427143059284,"2000 mar."
"ZC2",47.66827107580331,"2000 abr."
"ZC2",351.2539080948859,"2000 may."
"ZC2",4979.958427604547,"2000 jun."
"ZC2",296.3066831490344,"2000 jul."
"ZC2",98.62094816614056,"2000 ago."
"ZC2",137.5899816899351,"2000 sep."
"ZC2",51.04144482045979,"2000 oct."
"ZC2",37.37121438158882,"2000 nov."
"ZC2",54.05954764462611,"2000 dic."
"ZC2",523.6408399928562,"2001 ene."
"ZC2",180.37602760899875,"2001 feb."
"ZC2",300.9226051154064,"2001 mar."
"ZC2",90.98692337560223,"2001 abr."
"ZC2",420.4927375904661,"2001 may."
"ZC2",153.92324403248222,"2001 jun."
"ZC2",66.75333305214915,"2001 jul."
"ZC2",70.83664863778593,"2001 ago."
"ZC2",62.93632065687998,"2001 sep."
"ZC2",60.98343059418413,"2001 oct."
"ZC2",50.68637389996963,"2001 nov."
"ZC2",50.508838439724556,"2001 dic."
"ZC2",38.969033523794515,"2002 ene."
"ZC2",37.99258849244659,"2002 feb."
"ZC2",361.9060357095905,"2002 mar."
"ZC2",43.22988456967638,"2002 abr."
"ZC2",951.0574605328803,"2002 may."
"ZC2",874.8059803576195,"2002 jun."
"ZC2",3590.299612536203,"2002 jul."
"ZC2",1183.7176811840545,"2002 ago."
"ZC2",637.7073732003184,"2002 sep."
"ZC2",279.440814425752,"2002 oct."
"ZC2",277.66545982330126,"2002 nov."
"ZC2",82.73152447420613,"2002 dic."
"ZC2",605.1296162453468,"2003 jul."
"ZC2",455.1121523382562,"2003 ago."
"ZC2",211.44473315188733,"2003 sep."
"ZC2",86.3710014092302,"2003 oct."
"ZC2",38.525194873181825,"2003 nov."
"ZC2",27.606764068109555,"2003 dic."
"ZC2",30.181028241663178,"2004 ene."
"ZC2",39.32410444428467,"2004 feb."
"ZC2",50.420070709602015,"2004 mar."
"ZC2",46.51429058421031,"2004 abr."
"ZC2",78.38190569820173,"2004 may."
"ZC2",126.93785407523043,"2004 jun."
"ZC2",313.705158253052,"2004 jul."
"ZC2",612.8524087660076,"2004 sep."
"ZC2",103.76947651324782,"2004 oct."
"ZC2",46.15921966372016,"2004 nov."
"ZC2",34.3531115574225,"2004 dic."
"ZC2",193.95749031774722,"2005 ene."
"ZC2",42.430974998573525,"2005 feb."
"ZC2",125.96140904388251,"2005 mar."
"ZC2",60.362056483326356,"2005 abr."
"ZC2",1413.8924053917974,"2005 may."
"ZC2",703.3954934909972,"2005 jun."
"ZC2",386.67223241377883,"2005 jul."
"ZC2",185.61332368622857,"2005 ago."
"ZC2",1246.4764663806893,"2005 sep."
"ZC2",494.8800954331536,"2005 oct."
"ZC2",146.64429016243403,"2005 nov."
"ZC2",28.76074455970256,"2006 feb."
"ZC2",37.99258849244659,"2006 mar."
"ZC2",44.82770371188207,"2006 abr."
"ZC2",648.2707330849006,"2006 may."
"ZC2",952.2114410244733,"2006 jun."
"ZC2",365.98935129522727,"2006 jul."
"ZC2",2733.3359459332137,"2006 ago."
"ZC2",665.4916727286732,"2006 sep."
"ZC2",231.2399369692135,"2006 oct."
"ZC2",47.22443242519062,"2006 nov."
"ZC2",34.086808367054886,"2006 dic."
"ZC2",42.25343953832845,"2007 ene."
"ZC2",39.8567108250199,"2007 feb."
"ZC2",38.436427143059284,"2007 mar."
"ZC2",42.430974998573525,"2007 abr."
"ZC2",93.73872300940093,"2007 may."
"ZC2",1135.694339187761,"2007 jul."
"ZC2",638.4175150412988,"2007 ago."
"ZC2",861.4020531091161,"2007 sep."
"ZC2",162.26741066400086,"2007 oct."
"ZC2",127.1153895354755,"2008 ene."
"ZC2",36.927375730976124,"2008 feb."
"ZC2",38.436427143059284,"2008 mar."
"ZC2",44.650168251637,"2008 abr."
"ZC2",54.5033862952388,"2008 oct."
"ZC2",36.66107254060851,"2008 nov."
"ZC2",28.405673639212406,"2008 dic."
"ZC2",32.13391830435903,"2009 ene."
"ZC2",42.96358137930876,"2009 feb."
"ZC2",45.18277463237223,"2009 mar."
"ZC2",52.55049623254294,"2009 abr."
"ZC2",67.28593943288438,"2009 may."
"ZC2",704.9933126332029,"2009 jul."
"ZC2",245.9753801695549,"2009 ago."
"ZC2",86.81484005984291,"2009 sep."
"ZC2",37.548749841833896,"2009 oct."
"ZC2",31.423776463378722,"2009 nov."
"ZC2",29.648421860927947,"2009 dic."
